baseline	candidate	metric	direction	analysis_level	status	skip_reason	paired_rows	baseline_score	candidate_score	delta_candidate_minus_baseline	baseline_ci_95_lower	baseline_ci_95_upper	candidate_ci_95_lower	candidate_ci_95_upper	delta_ci_95_lower	delta_ci_95_upper	valid_bootstrap_samples
P5_GRPO_A2	P5_GRPO_A5	mtld	higher_is_better	corpus	ok		2000	134.9093225372594	135.00238009529838	0.09305755803896432	127.29780846185642	136.95987891269988	128.042445085634	137.6931888065908	-2.153154148293847	3.60951969602096	1000
P5_GRPO_A2	P5_GRPO_A5	mattr_50	higher_is_better	corpus	ok		2000	0.8407818086225094	0.8410095809336875	0.00022777231117809826	0.8364111650081336	0.8432038161533945	0.8371148222566577	0.8437877200215208	-0.0007704003085865219	0.0017535200423426866	1000
